issue,number,result,timestamp,fetch_time_utc
20250809100010285,6,Big,2025-08-09T04:45:07.224388+00:00,2025-08-09 04:45:07 UTC
20250809100010286,6,Big,2025-08-09T04:46:07.437610+00:00,2025-08-09 04:46:07 UTC
20250809100010287,7,Big,2025-08-09T04:47:07.610285+00:00,2025-08-09 04:47:07 UTC
20250809100010288,0,Small,2025-08-09T04:48:08.117285+00:00,2025-08-09 04:48:08 UTC
20250809100010289,0,Small,2025-08-09T04:49:09.406293+00:00,2025-08-09 04:49:09 UTC
20250809100010290,3,Small,2025-08-09T04:50:09.626025+00:00,2025-08-09 04:50:09 UTC
20250809100010291,1,Small,2025-08-09T04:51:10.130734+00:00,2025-08-09 04:51:10 UTC
20250809100010292,0,Small,2025-08-09T04:52:09.327431+00:00,2025-08-09 04:52:09 UTC
20250809100010293,9,Big,2025-08-09T04:53:10.024305+00:00,2025-08-09 04:53:10 UTC
20250809100010294,1,Small,2025-08-09T04:54:10.450002+00:00,2025-08-09 04:54:10 UTC
20250809100010295,2,Small,2025-08-09T04:55:10.074407+00:00,2025-08-09 04:55:10 UTC
20250809100010296,2,Small,2025-08-09T04:56:09.204316+00:00,2025-08-09 04:56:09 UTC
20250809100010297,3,Small,2025-08-09T04:57:09.229168+00:00,2025-08-09 04:57:09 UTC
20250809100010298,8,Big,2025-08-09T04:58:10.817887+00:00,2025-08-09 04:58:10 UTC
20250809100010299,1,Small,2025-08-09T04:59:11.233207+00:00,2025-08-09 04:59:11 UTC
20250809100010300,5,Big,2025-08-09T05:00:11.310362+00:00,2025-08-09 05:00:11 UTC
20250809100010301,4,Small,2025-08-09T05:01:11.103454+00:00,2025-08-09 05:01:11 UTC
20250809100010302,6,Big,2025-08-09T05:02:11.338072+00:00,2025-08-09 05:02:11 UTC
20250809100010303,1,Small,2025-08-09T05:03:12.091455+00:00,2025-08-09 05:03:12 UTC
20250809100010304,6,Big,2025-08-09T05:04:12.920732+00:00,2025-08-09 05:04:12 UTC
20250809100010305,5,Big,2025-08-09T05:05:13.127316+00:00,2025-08-09 05:05:13 UTC
20250809100010306,1,Small,2025-08-09T05:06:13.304576+00:00,2025-08-09 05:06:13 UTC
20250809100010307,3,Small,2025-08-09T05:07:13.413908+00:00,2025-08-09 05:07:13 UTC
20250809100010308,0,Small,2025-08-09T05:08:13.419988+00:00,2025-08-09 05:08:13 UTC
20250809100010309,3,Small,2025-08-09T05:09:13.725020+00:00,2025-08-09 05:09:13 UTC
20250809100010310,2,Small,2025-08-09T05:09:58.507011+00:00,2025-08-09 05:09:58 UTC
20250809100010311,0,Small,2025-08-09T05:10:58.495102+00:00,2025-08-09 05:10:58 UTC
20250809100010312,6,Big,2025-08-09T05:11:57.608057+00:00,2025-08-09 05:11:57 UTC
20250809100010313,5,Big,2025-08-09T05:13:13.407089+00:00,2025-08-09 05:13:13 UTC
20250809100010314,5,Big,2025-08-09T05:13:58.232198+00:00,2025-08-09 05:13:58 UTC
20250809100010315,0,Small,2025-08-09T05:14:59.432952+00:00,2025-08-09 05:14:59 UTC
20250809100010316,7,Big,2025-08-09T05:15:59.523060+00:00,2025-08-09 05:15:59 UTC
20250809100010317,3,Small,2025-08-09T05:16:59.119106+00:00,2025-08-09 05:16:59 UTC
20250809100010318,8,Big,2025-08-09T05:17:59.446045+00:00,2025-08-09 05:17:59 UTC
20250809100010319,0,Small,2025-08-09T05:19:00.115120+00:00,2025-08-09 05:19:00 UTC
20250809100010320,1,Small,2025-08-09T05:20:00.643703+00:00,2025-08-09 05:20:00 UTC
20250809100010321,0,Small,2025-08-09T05:21:00.616694+00:00,2025-08-09 05:21:00 UTC
20250809100010322,9,Big,2025-08-09T05:22:00.441609+00:00,2025-08-09 05:22:00 UTC
20250809100010323,7,Big,2025-08-09T05:23:00.216471+00:00,2025-08-09 05:23:00 UTC
20250809100010324,0,Small,2025-08-09T05:23:59.700609+00:00,2025-08-09 05:23:59 UTC
20250809100010325,9,Big,2025-08-09T05:25:00.532135+00:00,2025-08-09 05:25:00 UTC
20250809100010326,3,Small,2025-08-09T05:26:00.825681+00:00,2025-08-09 05:26:00 UTC
20250809100010327,0,Small,2025-08-09T05:27:00.420938+00:00,2025-08-09 05:27:00 UTC
20250809100010328,9,Big,2025-08-09T05:28:00.933066+00:00,2025-08-09 05:28:00 UTC
20250809100010329,2,Small,2025-08-09T05:29:00.829777+00:00,2025-08-09 05:29:00 UTC
20250809100010330,4,Small,2025-08-09T05:30:01.245692+00:00,2025-08-09 05:30:01 UTC
20250809100010331,8,Big,2025-08-09T05:31:00.921275+00:00,2025-08-09 05:31:00 UTC
20250809100010332,0,Small,2025-08-09T05:32:00.424210+00:00,2025-08-09 05:32:00 UTC
20250809100010333,0,Small,2025-08-09T05:33:00.914462+00:00,2025-08-09 05:33:00 UTC
20250809100010334,4,Small,2025-08-09T05:34:00.519138+00:00,2025-08-09 05:34:00 UTC
20250809100010335,7,Big,2025-08-09T05:35:01.426218+00:00,2025-08-09 05:35:01 UTC
20250809100010336,4,Small,2025-08-09T05:36:00.822195+00:00,2025-08-09 05:36:00 UTC
20250809100010337,7,Big,2025-08-09T05:37:00.825396+00:00,2025-08-09 05:37:00 UTC
20250809100010338,7,Big,2025-08-09T05:38:01.558164+00:00,2025-08-09 05:38:01 UTC
20250809100010339,9,Big,2025-08-09T05:39:02.450494+00:00,2025-08-09 05:39:02 UTC
20250809100010340,9,Big,2025-08-09T05:40:03.419350+00:00,2025-08-09 05:40:03 UTC
20250809100010341,2,Small,2025-08-09T05:41:05.011902+00:00,2025-08-09 05:41:05 UTC
20250809100010342,5,Big,2025-08-09T05:42:06.832051+00:00,2025-08-09 05:42:06 UTC
20250809100010343,6,Big,2025-08-09T05:43:08.029115+00:00,2025-08-09 05:43:08 UTC
20250809100010344,1,Small,2025-08-09T05:44:09.199756+00:00,2025-08-09 05:44:09 UTC
20250809100010345,0,Small,2025-08-09T05:45:10.200682+00:00,2025-08-09 05:45:10 UTC
20250809100010346,3,Small,2025-08-09T05:46:12.420885+00:00,2025-08-09 05:46:12 UTC
20250809100010347,6,Big,2025-08-09T05:47:13.617981+00:00,2025-08-09 05:47:13 UTC
20250809100010348,6,Big,2025-08-09T05:47:58.217745+00:00,2025-08-09 05:47:58 UTC
20250809100010349,0,Small,2025-08-09T05:48:58.942690+00:00,2025-08-09 05:48:58 UTC
20250809100010350,5,Big,2025-08-09T05:50:00.719262+00:00,2025-08-09 05:50:00 UTC
20250809100010351,6,Big,2025-08-09T05:51:01.044421+00:00,2025-08-09 05:51:01 UTC
20250809100010352,5,Big,2025-08-09T05:52:01.522941+00:00,2025-08-09 05:52:01 UTC
20250809100010353,6,Big,2025-08-09T05:53:02.046328+00:00,2025-08-09 05:53:02 UTC
20250809100010354,9,Big,2025-08-09T05:54:03.027033+00:00,2025-08-09 05:54:03 UTC
20250809100010355,4,Small,2025-08-09T05:55:04.337727+00:00,2025-08-09 05:55:04 UTC
20250809100010356,5,Big,2025-08-09T05:56:05.227973+00:00,2025-08-09 05:56:05 UTC
20250809100010357,1,Small,2025-08-09T05:57:06.128857+00:00,2025-08-09 05:57:06 UTC
20250809100010358,6,Big,2025-08-09T05:58:08.136941+00:00,2025-08-09 05:58:08 UTC
20250809100010359,1,Small,2025-08-09T05:59:10.337439+00:00,2025-08-09 05:59:10 UTC
20250809100010360,8,Big,2025-08-09T06:00:12.314065+00:00,2025-08-09 06:00:12 UTC
20250809100010361,7,Big,2025-08-09T06:01:13.516752+00:00,2025-08-09 06:01:13 UTC
20250809100010362,5,Big,2025-08-09T06:02:13.815476+00:00,2025-08-09 06:02:13 UTC
20250809100010363,2,Small,2025-08-09T06:02:59.030568+00:00,2025-08-09 06:02:59 UTC
20250809100010364,5,Big,2025-08-09T06:04:00.302795+00:00,2025-08-09 06:04:00 UTC
20250809100010365,4,Small,2025-08-09T06:05:01.744178+00:00,2025-08-09 06:05:01 UTC
20250809100010366,4,Small,2025-08-09T06:06:04.625469+00:00,2025-08-09 06:06:04 UTC
20250809100010367,1,Small,2025-08-09T06:07:05.815612+00:00,2025-08-09 06:07:05 UTC
20250809100010368,0,Small,2025-08-09T06:08:06.405803+00:00,2025-08-09 06:08:06 UTC
20250809100010369,7,Big,2025-08-09T06:09:07.670114+00:00,2025-08-09 06:09:07 UTC
20250809100010370,7,Big,2025-08-09T06:10:09.848117+00:00,2025-08-09 06:10:09 UTC
20250809100010371,1,Small,2025-08-09T06:11:11.424009+00:00,2025-08-09 06:11:11 UTC
20250809100010372,7,Big,2025-08-09T06:12:12.152400+00:00,2025-08-09 06:12:12 UTC
20250809100010373,9,Big,2025-08-09T06:13:12.924475+00:00,2025-08-09 06:13:12 UTC
20250809100010374,1,Small,2025-08-09T06:14:13.943598+00:00,2025-08-09 06:14:13 UTC
20250809100010375,0,Small,2025-08-09T06:14:59.420738+00:00,2025-08-09 06:14:59 UTC
20250809100010376,5,Big,2025-08-09T06:16:00.012382+00:00,2025-08-09 06:16:00 UTC
20250809100010377,4,Small,2025-08-09T06:16:59.832223+00:00,2025-08-09 06:16:59 UTC
20250809100010378,7,Big,2025-08-09T06:17:59.737848+00:00,2025-08-09 06:17:59 UTC
20250809100010379,4,Small,2025-08-09T06:19:00.426697+00:00,2025-08-09 06:19:00 UTC
20250809100010380,9,Big,2025-08-09T06:20:01.239349+00:00,2025-08-09 06:20:01 UTC
20250809100010381,3,Small,2025-08-09T06:21:01.516629+00:00,2025-08-09 06:21:01 UTC
20250809100010382,6,Big,2025-08-09T06:22:02.454282+00:00,2025-08-09 06:22:02 UTC
20250809100010383,2,Small,2025-08-09T06:23:03.320058+00:00,2025-08-09 06:23:03 UTC
20250809100010384,8,Big,2025-08-09T06:24:04.612184+00:00,2025-08-09 06:24:04 UTC
20250809100010385,8,Big,2025-08-09T06:25:06.524953+00:00,2025-08-09 06:25:06 UTC
20250809100010386,4,Small,2025-08-09T06:26:08.330537+00:00,2025-08-09 06:26:08 UTC
20250809100010387,2,Small,2025-08-09T06:27:09.417692+00:00,2025-08-09 06:27:09 UTC
20250809100010388,6,Big,2025-08-09T06:28:10.005619+00:00,2025-08-09 06:28:10 UTC
20250809100010389,2,Small,2025-08-09T06:29:10.538744+00:00,2025-08-09 06:29:10 UTC
20250809100010390,4,Small,2025-08-09T06:30:12.008006+00:00,2025-08-09 06:30:12 UTC
20250809100010391,6,Big,2025-08-09T06:30:57.448794+00:00,2025-08-09 06:30:57 UTC
20250809100010392,0,Small,2025-08-09T06:32:13.709273+00:00,2025-08-09 06:32:13 UTC
20250809100010393,4,Small,2025-08-09T06:32:58.497115+00:00,2025-08-09 06:32:58 UTC
20250809100010394,9,Big,2025-08-09T06:33:59.109660+00:00,2025-08-09 06:33:59 UTC
20250809100010395,7,Big,2025-08-09T06:34:59.510490+00:00,2025-08-09 06:34:59 UTC
20250809100010396,4,Small,2025-08-09T06:36:01.466631+00:00,2025-08-09 06:36:01 UTC
20250809100010397,7,Big,2025-08-09T06:37:01.738725+00:00,2025-08-09 06:37:01 UTC
20250809100010398,7,Big,2025-08-09T06:38:03.313978+00:00,2025-08-09 06:38:03 UTC
20250809100010399,7,Big,2025-08-09T06:39:04.820659+00:00,2025-08-09 06:39:04 UTC
20250809100010400,2,Small,2025-08-09T06:40:07.273671+00:00,2025-08-09 06:40:07 UTC
20250809100010401,2,Small,2025-08-09T06:41:08.420431+00:00,2025-08-09 06:41:08 UTC
20250809100010402,9,Big,2025-08-09T06:42:08.617756+00:00,2025-08-09 06:42:08 UTC
20250809100010403,4,Small,2025-08-09T06:43:08.946312+00:00,2025-08-09 06:43:08 UTC
20250809100010404,8,Big,2025-08-09T06:44:10.226102+00:00,2025-08-09 06:44:10 UTC
20250809100010405,1,Small,2025-08-09T06:45:10.939629+00:00,2025-08-09 06:45:10 UTC
20250809100010406,0,Small,2025-08-09T06:46:13.106109+00:00,2025-08-09 06:46:13 UTC
20250809100010407,4,Small,2025-08-09T06:47:13.696535+00:00,2025-08-09 06:47:13 UTC
20250809100010408,9,Big,2025-08-09T06:47:59.037189+00:00,2025-08-09 06:47:59 UTC
20250809100010409,3,Small,2025-08-09T06:48:59.355307+00:00,2025-08-09 06:48:59 UTC
20250809100010410,4,Small,2025-08-09T06:50:01.034826+00:00,2025-08-09 06:50:01 UTC
20250809100010411,9,Big,2025-08-09T06:51:03.012843+00:00,2025-08-09 06:51:03 UTC
20250809100010412,0,Small,2025-08-09T06:52:04.006995+00:00,2025-08-09 06:52:04 UTC
20250809100010413,3,Small,2025-08-09T06:53:04.709652+00:00,2025-08-09 06:53:04 UTC
20250809100010414,7,Big,2025-08-09T06:54:05.050701+00:00,2025-08-09 06:54:05 UTC
20250809100010415,5,Big,2025-08-09T06:55:06.669505+00:00,2025-08-09 06:55:06 UTC
20250809100010416,7,Big,2025-08-09T06:56:07.743504+00:00,2025-08-09 06:56:07 UTC
20250809100010417,2,Small,2025-08-09T06:57:09.021225+00:00,2025-08-09 06:57:09 UTC
20250809100010418,0,Small,2025-08-09T06:58:09.922047+00:00,2025-08-09 06:58:09 UTC
20250809100010419,5,Big,2025-08-09T06:59:10.220935+00:00,2025-08-09 06:59:10 UTC
20250809100010420,5,Big,2025-08-09T07:00:12.053028+00:00,2025-08-09 07:00:12 UTC
20250809100010421,0,Small,2025-08-09T07:00:57.962329+00:00,2025-08-09 07:00:57 UTC
20250809100010422,8,Big,2025-08-09T07:02:01.463644+00:00,2025-08-09 07:02:01 UTC
20250809100010423,3,Small,2025-08-09T07:03:05.540304+00:00,2025-08-09 07:03:05 UTC
20250809100010424,4,Small,2025-08-09T07:04:08.648711+00:00,2025-08-09 07:04:08 UTC
20250809100010425,6,Big,2025-08-09T07:05:11.532591+00:00,2025-08-09 07:05:11 UTC
20250809100010426,9,Big,2025-08-09T07:05:57.771221+00:00,2025-08-09 07:05:57 UTC
20250809100010427,7,Big,2025-08-09T07:07:01.357237+00:00,2025-08-09 07:07:01 UTC
20250809100010428,6,Big,2025-08-09T07:08:03.608485+00:00,2025-08-09 07:08:03 UTC
20250809100010429,4,Small,2025-08-09T07:09:06.443739+00:00,2025-08-09 07:09:06 UTC
20250809100010430,3,Small,2025-08-09T07:10:08.132448+00:00,2025-08-09 07:10:08 UTC
20250809100010431,3,Small,2025-08-09T07:11:10.912182+00:00,2025-08-09 07:11:10 UTC
20250809100010432,5,Big,2025-08-09T07:11:57.904838+00:00,2025-08-09 07:11:57 UTC
20250809100010433,3,Small,2025-08-09T07:12:59.706364+00:00,2025-08-09 07:12:59 UTC
20250809100010434,0,Small,2025-08-09T07:14:00.927753+00:00,2025-08-09 07:14:00 UTC
20250809100010435,2,Small,2025-08-09T07:15:01.853431+00:00,2025-08-09 07:15:01 UTC
20250809100010436,9,Big,2025-08-09T07:16:02.941964+00:00,2025-08-09 07:16:02 UTC
20250809100010437,4,Small,2025-08-09T07:17:04.519526+00:00,2025-08-09 07:17:04 UTC
20250809100010438,9,Big,2025-08-09T07:18:05.614952+00:00,2025-08-09 07:18:05 UTC
20250809100010439,5,Big,2025-08-09T07:19:06.734041+00:00,2025-08-09 07:19:06 UTC
20250809100010440,5,Big,2025-08-09T07:20:06.931490+00:00,2025-08-09 07:20:06 UTC
20250809100010441,8,Big,2025-08-09T07:21:08.815130+00:00,2025-08-09 07:21:08 UTC
20250809100010442,9,Big,2025-08-09T07:22:10.910304+00:00,2025-08-09 07:22:10 UTC
20250809100010443,8,Big,2025-08-09T07:23:11.929450+00:00,2025-08-09 07:23:11 UTC
20250809100010444,4,Small,2025-08-09T07:23:57.720886+00:00,2025-08-09 07:23:57 UTC
20250809100010445,6,Big,2025-08-09T07:24:59.539366+00:00,2025-08-09 07:24:59 UTC
20250809100010446,6,Big,2025-08-09T07:26:02.142948+00:00,2025-08-09 07:26:02 UTC
20250809100010447,8,Big,2025-08-09T07:27:04.120236+00:00,2025-08-09 07:27:04 UTC
20250809100010448,7,Big,2025-08-09T07:28:04.946248+00:00,2025-08-09 07:28:04 UTC
20250809100010449,1,Small,2025-08-09T07:29:05.825583+00:00,2025-08-09 07:29:05 UTC
20250809100010450,3,Small,2025-08-09T07:30:06.308170+00:00,2025-08-09 07:30:06 UTC
20250809100010451,6,Big,2025-08-09T07:31:08.106892+00:00,2025-08-09 07:31:08 UTC
20250809100010452,5,Big,2025-08-09T07:32:11.140061+00:00,2025-08-09 07:32:11 UTC
20250809100010453,2,Small,2025-08-09T07:33:12.851767+00:00,2025-08-09 07:33:12 UTC
20250809100010454,8,Big,2025-08-09T07:33:57.852774+00:00,2025-08-09 07:33:57 UTC
20250809100010455,5,Big,2025-08-09T07:35:00.049361+00:00,2025-08-09 07:35:00 UTC
20250809100010456,9,Big,2025-08-09T07:36:01.856253+00:00,2025-08-09 07:36:01 UTC
20250809100010457,2,Small,2025-08-09T07:37:06.094526+00:00,2025-08-09 07:37:06 UTC
20250809100010458,6,Big,2025-08-09T07:38:10.251246+00:00,2025-08-09 07:38:10 UTC
20250809100010459,2,Small,2025-08-09T07:39:13.428102+00:00,2025-08-09 07:39:13 UTC
20250809100010460,3,Small,2025-08-09T07:40:00.945748+00:00,2025-08-09 07:40:00 UTC
20250809100010461,4,Small,2025-08-09T07:41:04.364027+00:00,2025-08-09 07:41:04 UTC
20250809100010462,1,Small,2025-08-09T07:42:08.912866+00:00,2025-08-09 07:42:08 UTC
20250809100010463,1,Small,2025-08-09T07:43:13.349363+00:00,2025-08-09 07:43:13 UTC
20250809100010464,6,Big,2025-08-09T07:44:00.622388+00:00,2025-08-09 07:44:00 UTC
20250809100010465,3,Small,2025-08-09T07:45:04.966337+00:00,2025-08-09 07:45:04 UTC
20250809100010466,6,Big,2025-08-09T07:46:08.610188+00:00,2025-08-09 07:46:08 UTC
20250809100010467,8,Big,2025-08-09T07:47:12.117296+00:00,2025-08-09 07:47:12 UTC
20250809100010468,4,Small,2025-08-09T07:47:58.944719+00:00,2025-08-09 07:47:58 UTC
20250809100010469,6,Big,2025-08-09T07:49:02.347536+00:00,2025-08-09 07:49:02 UTC
20250809100010470,1,Small,2025-08-09T07:50:05.847077+00:00,2025-08-09 07:50:05 UTC
20250809100010471,1,Small,2025-08-09T07:51:08.653083+00:00,2025-08-09 07:51:08 UTC
20250809100010472,6,Big,2025-08-09T07:52:11.618381+00:00,2025-08-09 07:52:11 UTC
20250809100010473,6,Big,2025-08-09T07:53:13.050102+00:00,2025-08-09 07:53:13 UTC
20250809100010474,2,Small,2025-08-09T07:53:58.435256+00:00,2025-08-09 07:53:58 UTC
20250809100010475,8,Big,2025-08-09T07:54:59.910367+00:00,2025-08-09 07:54:59 UTC
20250809100010476,1,Small,2025-08-09T07:56:00.803199+00:00,2025-08-09 07:56:00 UTC
20250809100010477,4,Small,2025-08-09T07:57:02.237188+00:00,2025-08-09 07:57:02 UTC
20250809100010478,2,Small,2025-08-09T07:58:04.914100+00:00,2025-08-09 07:58:04 UTC
20250809100010479,7,Big,2025-08-09T07:59:08.221038+00:00,2025-08-09 07:59:08 UTC
20250809100010480,3,Small,2025-08-09T08:00:10.523849+00:00,2025-08-09 08:00:10 UTC
20250809100010481,3,Small,2025-08-09T08:01:12.825208+00:00,2025-08-09 08:01:12 UTC
20250809100010482,4,Small,2025-08-09T08:01:58.952974+00:00,2025-08-09 08:01:58 UTC
20250809100010483,3,Small,2025-08-09T08:03:01.020168+00:00,2025-08-09 08:03:01 UTC
20250809100010484,9,Big,2025-08-09T08:04:02.477593+00:00,2025-08-09 08:04:02 UTC
20250809100010485,5,Big,2025-08-09T08:05:03.201319+00:00,2025-08-09 08:05:03 UTC
20250809100010486,7,Big,2025-08-09T08:06:05.628152+00:00,2025-08-09 08:06:05 UTC
20250809100010487,7,Big,2025-08-09T08:07:07.422045+00:00,2025-08-09 08:07:07 UTC
20250809100010488,7,Big,2025-08-09T08:08:08.714503+00:00,2025-08-09 08:08:08 UTC
20250809100010489,3,Small,2025-08-09T08:09:10.714748+00:00,2025-08-09 08:09:10 UTC
20250809100010490,8,Big,2025-08-09T08:10:13.032102+00:00,2025-08-09 08:10:13 UTC
20250809100010491,3,Small,2025-08-09T08:10:58.622628+00:00,2025-08-09 08:10:58 UTC
20250809100010492,6,Big,2025-08-09T08:12:00.814939+00:00,2025-08-09 08:12:00 UTC
20250809100010493,1,Small,2025-08-09T08:13:05.219795+00:00,2025-08-09 08:13:05 UTC
20250809100010494,7,Big,2025-08-09T08:14:07.749674+00:00,2025-08-09 08:14:07 UTC
20250809100010495,8,Big,2025-08-09T08:15:10.324756+00:00,2025-08-09 08:15:10 UTC
20250809100010496,4,Small,2025-08-09T08:16:12.820741+00:00,2025-08-09 08:16:12 UTC
20250809100010497,2,Small,2025-08-09T08:16:58.341549+00:00,2025-08-09 08:16:58 UTC
20250809100010498,4,Small,2025-08-09T08:18:02.530033+00:00,2025-08-09 08:18:02 UTC
20250809100010499,0,Small,2025-08-09T08:19:04.933612+00:00,2025-08-09 08:19:04 UTC
20250809100010500,5,Big,2025-08-09T08:20:06.323240+00:00,2025-08-09 08:20:06 UTC
20250809100010501,4,Small,2025-08-09T08:21:07.251460+00:00,2025-08-09 08:21:07 UTC
20250809100010502,8,Big,2025-08-09T08:22:09.445463+00:00,2025-08-09 08:22:09 UTC
20250809100010503,3,Small,2025-08-09T08:23:12.947273+00:00,2025-08-09 08:23:12 UTC
20250809100010504,7,Big,2025-08-09T08:23:58.527243+00:00,2025-08-09 08:23:58 UTC
20250809100010505,7,Big,2025-08-09T08:25:01.627060+00:00,2025-08-09 08:25:01 UTC
20250809100010506,2,Small,2025-08-09T08:26:04.541345+00:00,2025-08-09 08:26:04 UTC
20250809100010507,2,Small,2025-08-09T08:27:07.828154+00:00,2025-08-09 08:27:07 UTC
20250809100010508,1,Small,2025-08-09T08:28:12.313990+00:00,2025-08-09 08:28:12 UTC
20250809100010509,3,Small,2025-08-09T08:29:13.955729+00:00,2025-08-09 08:29:13 UTC
20250809100010510,8,Big,2025-08-09T08:30:00.051486+00:00,2025-08-09 08:30:00 UTC
20250809100010511,5,Big,2025-08-09T08:31:03.048192+00:00,2025-08-09 08:31:03 UTC
20250809100010512,6,Big,2025-08-09T08:32:06.352009+00:00,2025-08-09 08:32:06 UTC
20250809100010513,5,Big,2025-08-09T08:33:08.939077+00:00,2025-08-09 08:33:08 UTC
20250809100010514,6,Big,2025-08-09T08:34:11.446044+00:00,2025-08-09 08:34:11 UTC
20250809100010515,1,Small,2025-08-09T08:35:13.335082+00:00,2025-08-09 08:35:13 UTC
20250809100010516,4,Small,2025-08-09T08:35:59.247517+00:00,2025-08-09 08:35:59 UTC
20250809100010517,1,Small,2025-08-09T08:37:02.066830+00:00,2025-08-09 08:37:02 UTC
20250809100010518,8,Big,2025-08-09T08:38:04.653986+00:00,2025-08-09 08:38:04 UTC
20250809100010519,1,Small,2025-08-09T08:39:06.842398+00:00,2025-08-09 08:39:06 UTC
20250809100010520,0,Small,2025-08-09T08:40:11.832524+00:00,2025-08-09 08:40:11 UTC
20250809100010521,7,Big,2025-08-09T08:40:58.851043+00:00,2025-08-09 08:40:58 UTC
20250809100010522,7,Big,2025-08-09T08:42:03.934614+00:00,2025-08-09 08:42:03 UTC
20250809100010523,7,Big,2025-08-09T08:43:09.256695+00:00,2025-08-09 08:43:09 UTC
20250809100010524,7,Big,2025-08-09T08:44:13.763423+00:00,2025-08-09 08:44:13 UTC
20250809100010525,7,Big,2025-08-09T08:45:01.215798+00:00,2025-08-09 08:45:01 UTC
20250809100010526,3,Small,2025-08-09T08:46:05.740141+00:00,2025-08-09 08:46:05 UTC
20250809100010527,1,Small,2025-08-09T08:47:06.318792+00:00,2025-08-09 08:47:06 UTC
20250809100010528,3,Small,2025-08-09T08:48:08.848588+00:00,2025-08-09 08:48:08 UTC
20250809100010529,0,Small,2025-08-09T08:49:10.846055+00:00,2025-08-09 08:49:10 UTC
20250809100010530,4,Small,2025-08-09T08:50:13.438002+00:00,2025-08-09 08:50:13 UTC
20250809100010531,4,Small,2025-08-09T08:50:58.331054+00:00,2025-08-09 08:50:58 UTC
20250809100010532,9,Big,2025-08-09T08:52:01.233118+00:00,2025-08-09 08:52:01 UTC
20250809100010533,5,Big,2025-08-09T08:53:03.967709+00:00,2025-08-09 08:53:03 UTC
20250809100010534,9,Big,2025-08-09T08:54:06.334298+00:00,2025-08-09 08:54:06 UTC
20250809100010535,0,Small,2025-08-09T08:55:08.614067+00:00,2025-08-09 08:55:08 UTC
20250809100010536,7,Big,2025-08-09T08:56:10.754482+00:00,2025-08-09 08:56:10 UTC
20250809100010537,8,Big,2025-08-09T08:57:12.440632+00:00,2025-08-09 08:57:12 UTC
20250809100010538,4,Small,2025-08-09T08:57:58.762509+00:00,2025-08-09 08:57:58 UTC
20250809100010539,9,Big,2025-08-09T08:59:02.781732+00:00,2025-08-09 08:59:02 UTC
20250809100010540,2,Small,2025-08-09T09:00:04.831587+00:00,2025-08-09 09:00:04 UTC
20250809100010541,4,Small,2025-08-09T09:01:06.722977+00:00,2025-08-09 09:01:06 UTC
20250809100010542,5,Big,2025-08-09T09:02:09.836417+00:00,2025-08-09 09:02:09 UTC
20250809100010543,2,Small,2025-08-09T09:03:13.217700+00:00,2025-08-09 09:03:13 UTC
20250809100010544,4,Small,2025-08-09T09:03:58.883105+00:00,2025-08-09 09:03:58 UTC
20250809100010545,2,Small,2025-08-09T09:05:02.867030+00:00,2025-08-09 09:05:02 UTC
20250809100010546,7,Big,2025-08-09T09:06:06.823520+00:00,2025-08-09 09:06:06 UTC
20250809100010547,5,Big,2025-08-09T09:07:09.992391+00:00,2025-08-09 09:07:09 UTC
20250809100010548,8,Big,2025-08-09T09:08:13.531512+00:00,2025-08-09 09:08:13 UTC
20250809100010549,8,Big,2025-08-09T09:08:58.711845+00:00,2025-08-09 09:08:58 UTC
20250809100010550,5,Big,2025-08-09T09:10:01.396959+00:00,2025-08-09 09:10:01 UTC
20250809100010551,8,Big,2025-08-09T09:11:04.131143+00:00,2025-08-09 09:11:04 UTC
20250809100010552,3,Small,2025-08-09T09:12:06.355405+00:00,2025-08-09 09:12:06 UTC
20250809100010553,3,Small,2025-08-09T09:13:08.409718+00:00,2025-08-09 09:13:08 UTC
20250809100010554,6,Big,2025-08-09T09:14:09.498922+00:00,2025-08-09 09:14:09 UTC
20250809100010555,5,Big,2025-08-09T09:15:11.621398+00:00,2025-08-09 09:15:11 UTC
20250809100010556,3,Small,2025-08-09T09:15:58.139873+00:00,2025-08-09 09:15:58 UTC
20250809100010557,2,Small,2025-08-09T09:17:00.922140+00:00,2025-08-09 09:17:00 UTC
20250809100010558,7,Big,2025-08-09T09:18:02.727007+00:00,2025-08-09 09:18:02 UTC
20250809100010559,7,Big,2025-08-09T09:19:06.152147+00:00,2025-08-09 09:19:06 UTC
20250809100010560,0,Small,2025-08-09T09:20:09.031445+00:00,2025-08-09 09:20:09 UTC
20250809100010561,7,Big,2025-08-09T09:21:11.447343+00:00,2025-08-09 09:21:11 UTC
20250809100010562,5,Big,2025-08-09T09:22:13.819017+00:00,2025-08-09 09:22:13 UTC
20250809100010563,9,Big,2025-08-09T09:22:59.196936+00:00,2025-08-09 09:22:59 UTC
20250809100010564,8,Big,2025-08-09T09:24:00.609012+00:00,2025-08-09 09:24:00 UTC
20250809100010565,4,Small,2025-08-09T09:25:04.018115+00:00,2025-08-09 09:25:04 UTC
20250809100010566,1,Small,2025-08-09T09:26:06.421374+00:00,2025-08-09 09:26:06 UTC
20250809100010567,3,Small,2025-08-09T09:27:09.202183+00:00,2025-08-09 09:27:09 UTC
20250809100010568,8,Big,2025-08-09T09:28:11.137431+00:00,2025-08-09 09:28:11 UTC
20250809100010569,0,Small,2025-08-09T09:29:13.436611+00:00,2025-08-09 09:29:13 UTC
